131787,1
131791,0
131791,1
131792,0
131792,1
131793,0
131793,1
131795,0
131795,1
131796,0
131796,1
131800,0
131800,1
131801,0
131801,1
131803,0
131803,1
131804,0
131804,1
131805,0
131805,1
131806,0
131806,1
131807,0
131807,1
131809,0
131809,1
131812,0
131812,1
131813,0
131813,1
131814,0
131814,1
131816,0
131816,1
131819,0
131819,1
131821,0
131821,1
131825,0
131825,1
131826,0
131826,1
131827,0
131827,1
131828,0
131828,1
131829,0
131829,1
131836,0
131836,1
131834,0
131834,1
131832,0
131832,1
131838,0
131838,1
131839,0
131839,1
131842,0
131842,1
131844,0
131844,1
131846,0
131846,1
131848,0
131848,1
131851,0
131851,1
131849,0
131849,1
131852,0
131852,1
131854,0
131854,1
131856,0
131856,1
131859,0
131859,1
131861,0
131861,1
131862,0
131862,1
131863,0
131863,1
131867,0
131867,1
131871,0
131871,1
131872,0
131872,1
131873,0
131873,1
131875,0
131875,1
131877,0
131877,1
131880,0
131880,1
131882,0
131882,1
131883,0
131883,1
131884,0
131884,1
131885,0
131885,1
131886,0
131886,1
131887,0
131887,1
131890,0
131890,1
131892,0
131892,1
131893,0
131893,1
131897,0
131897,1
131901,0
131901,1
131896,0
131896,1
131902,0
131902,1
131905,0
131905,1
131908,0
131908,1
131910,0
131910,1
131911,0
131911,1
131912,0
131912,1
131913,0
131913,1
131917,0
131917,1
131918,0
131918,1
131919,0
131919,1
131920,0
131920,1
131921,0
131921,1
131922,0
131922,1
131923,0
131923,1
131924,0
131924,1
131927,0
131927,1
131929,0
131929,1
131931,0
131931,1
131932,0
131932,1
131935,0
131935,1
131936,0
131936,1
131937,0
131937,1
131939,0
131939,1
131941,0
131941,1
131944,0
131944,1
131945,0
131945,1
131947,0
131947,1
131951,0
131951,1
131950,0
131950,1
131952,0
131952,1
131955,0
131955,1
131956,0
131956,1
131961,0
131961,1
131963,0
131963,1
131965,0
131965,1
131967,0
131967,1
131968,0
131968,1
131970,0
131970,1
131976,0
131976,1
131972,0
131972,1
131975,0
131975,1
131974,0
131974,1
131977,0
131977,1
131978,0
131978,1
131980,0
131980,1
131982,0
131982,1
131984,0
131984,1
131989,0
131989,1
131983,0
131983,1
131991,0
131991,1
131993,0
131993,1
131998,0
131998,1
132000,0
132000,1
131997,0
131997,1
132001,0
132001,1
132002,0
132002,1
132004,0
132004,1
132007,0
132007,1
132011,0
132011,1
132012,0
132012,1
132014,0
132014,1
132016,0
132016,1
132003,0
132003,1
132013,0
132013,1
132009,0
132009,1
132019,0
132019,1
132020,0
132020,1
132023,0
132023,1
132025,0
132025,1
132024,0
132024,1
132027,0
132027,1
132028,0
132028,1
132032,0
132032,1
132031,0
132031,1
132034,0
132034,1
132037,0
132037,1
132040,0
132040,1
132042,0
132042,1
132043,0
132043,1
132045,0
132045,1
132050,0
132050,1
132047,0
132047,1
132048,0
132048,1
132052,0
132052,1
132053,0
132053,1
132056,0
132056,1
132058,0
132058,1
132060,0
132060,1
132061,0
132061,1
132063,0
132063,1
132066,0
132066,1
132068,0
132068,1
132070,0
132070,1
132072,0
132072,1
132074,0
132074,1
132077,0
132077,1
132078,0
132078,1
132082,0
132082,1
132080,0
132080,1
132085,0
132085,1
132088,0
132088,1
132089,0
132089,1
132090,0
132090,1
132092,0
132092,1
132093,0
132093,1
132096,0
132096,1
132099,0
132099,1
132100,0
132100,1
132102,0
132102,1
132085,0
132085,1
132104,0
132104,1
132109,0
132109,1
132108,0
132108,1
132111,0
132111,1
132112,0
132112,1
132113,0
132113,1
132119,0
132119,1
132117,0
132117,1
132121,0
132121,1
132122,0
132122,1
132124,0
132124,1
132125,0
132125,1
132128,0
132128,1
132129,0
132129,1
132131,0
132131,1
132137,0
132137,1
132134,0
132134,1
132139,0
132139,1
132140,0
132140,1
132144,0
132144,1
132145,0
132145,1
132147,0
132147,1
132151,0
132151,1
132154,0
132154,1
132150,0
132150,1
132152,0
132152,1
132120,0
132120,1
132157,0
132157,1
132159,0
132159,1
132158,0
132158,1
132161,0
132161,1
132162,0
132162,1
132163,0
132163,1
132164,0
132164,1
132166,0
132166,1
132168,0
132168,1
132170,0
132170,1
132171,0
132171,1
132173,0
132173,1
132175,0
132175,1
132176,0
132176,1
132178,0
132178,1
132181,0
132181,1
132182,0
132182,1
132183,0
132183,1
132184,0
132184,1
132185,0
132185,1
132187,0
132187,1
132188,0
132188,1
132189,0
132189,1
132191,0
132191,1
132192,0
132192,1
132193,0
132193,1
132194,0
132194,1
132195,0
132195,1
132196,0
132196,1
132197,0
132197,1
132198,0
132198,1
132200,0
132200,1
132201,0
132201,1
132203,0
132203,1
132204,0
132204,1
132205,0
132205,1
132206,0
132206,1
132207,0
132207,1
132208,0
132208,1
132210,0
132210,1
132213,0
132213,1
132216,0
132216,1
132217,0
132217,1
132218,0
132218,1
132219,0
132219,1
132220,0
132220,1
132222,0
132222,1
132223,0
132223,1
132224,0
132224,1
132226,0
132226,1
132227,0
132227,1
132228,0
132228,1
132230,0
132230,1
132231,0
132231,1
132234,0
132234,1
132236,0
132236,1
132237,0
132237,1
132240,0
132240,1
132241,0
132241,1
132243,0
132243,1
132244,0
132244,1
132246,0
132246,1
132245,0
132245,1
132247,0
132247,1
132249,0
132249,1
132251,0
132251,1
132250,0
132250,1
132252,0
132252,1
132255,0
132255,1
132257,0
132257,1
132259,0
132259,1
132261,0
132261,1
132264,0
132264,1
132265,0
132265,1
132266,0
132266,1
132268,0
132268,1
132269,0
132269,1
132270,0
132270,1
132271,0
132271,1
132272,0
132272,1
132274,0
132274,1
132275,0
132275,1
132276,0
132276,1
132278,0
132278,1
132279,0
132279,1
132281,0
132281,1
132282,0
132282,1
132283,0
132283,1
132285,0
132285,1
132286,0
132286,1
132288,0
132288,1
132290,0
132290,1
132293,0
132293,1
132294,0
132294,1
132296,0
132296,1
132298,0
132298,1
132300,0
132300,1
132303,0
132303,1
132305,0
132305,1
132307,0
132307,1
132309,0
132309,1
132311,0
132311,1
132298,0
132298,1
132314,0
132314,1
132317,0
132317,1
132318,0
132318,1
132319,0
132319,1
132321,0
132321,1
132323,0
132323,1
132328,0
132328,1
132330,0
132330,1
132331,0
132331,1
132333,0
132333,1
132335,0
132335,1
132337,0
132337,1
132338,0
132338,1
132339,0
132339,1
132341,0
132341,1
132345,0
132345,1
132349,0
132349,1
132351,0
132351,1
132356,0
132356,1
132358,0
132358,1
132361,0
132361,1
132364,0
132364,1
132366,0
132366,1
132367,0
132367,1
132369,0
132369,1
132371,0
132371,1
132373,0
132373,1
132375,0
132375,1
132378,0
132378,1
132380,0
132380,1
132381,0
132381,1
132382,0
132382,1
132384,0
132384,1
132385,0
132385,1
132388,0
132388,1
132392,0
132392,1
132393,0
132393,1
132397,0
132397,1
132399,0
132399,1
132402,0
132402,1
132403,0
132403,1
132405,0
132405,1
132406,0
132406,1
132408,0
132408,1
132410,0
132410,1
132412,0
132412,1
132413,0
132413,1
132416,0
132416,1
132417,0
132417,1
132420,0
132420,1
132422,0
132422,1
132423,0
132423,1
132426,0
132426,1
132427,0
132427,1
132428,0
132428,1
132431,0
132431,1
132433,0
132433,1
132434,0
132434,1
132436,0
132436,1
132439,0
132439,1
132440,0
132440,1
132443,0
132443,1
132447,0
132447,1
132446,0
132446,1
132449,0
132449,1
132451,0
132451,1
132452,0
132452,1
132453,0
132453,1
132455,0
132455,1
132457,0
132457,1
132458,0
132458,1
132459,0
132459,1
132462,0
132462,1
132464,0
132464,1
132466,0
132466,1
132468,0
132468,1
132470,0
132470,1
132475,0
132475,1
132477,0
132477,1
132479,0
132479,1
132481,0
132481,1
132483,0
132483,1
132487,0
132487,1
132490,0
132490,1
132492,0
132492,1
132494,0
132494,1
132496,0
132496,1
132499,0
132499,1
132502,0
132502,1
132504,0
132504,1
132508,0
132508,1
132509,0
132509,1
132510,0
132510,1
132512,0
132512,1
132514,0
132514,1
132517,0
132517,1
132518,0
132518,1
132519,0
132519,1
132522,0
132522,1
132526,0
132526,1
132527,0
132527,1
132528,0
132528,1
132533,0
132533,1
132537,0
132537,1
132538,0
132538,1
132540,0
132540,1
132542,0
132542,1
132544,0
132544,1
132546,0
132546,1
132547,0
132547,1
132548,0
132548,1
132549,0
132549,1
132551,0
132551,1
132556,0
132556,1
132560,0
132560,1
132561,0
132561,1
132564,0
132564,1
132566,0
132566,1
132567,0
132567,1
132568,0
132568,1
132572,0
132572,1
132573,0
132573,1
132575,0
132575,1
132574,0
132574,1
132580,0
132580,1
132581,0
132581,1
132582,0
132582,1
132584,0
132584,1
132586,0
132586,1
132587,0
132587,1
132588,0
132588,1
132589,0
132589,1
132593,0
132593,1
132596,0
132596,1
132599,0
132599,1
132600,0
132600,1
132602,0
132602,1
132605,0
132605,1
132607,0
132607,1
132610,0
132610,1
132611,0
132611,1
132613,0
132613,1
132617,0
132617,1
132620,0
132620,1
132623,0
132623,1
132625,0
132625,1
132627,0
132627,1
132629,0
132629,1
132631,0
132631,1
132634,0
132634,1
132635,0
132635,1
132630,0
132630,1
132638,0
132638,1
132640,0
132640,1
132643,0
132643,1
132644,0
132644,1
132648,0
132648,1
132649,0
132649,1
132651,0
132651,1
132652,0
132652,1
132653,0
132653,1
132654,0
132654,1
132656,0
132656,1
132659,0
132659,1
132661,0
132661,1
132663,0
132663,1
132664,0
132664,1
132665,0
132665,1
132669,0
132669,1
132670,0
132670,1
132677,0
132677,1
132680,0
132680,1
132682,0
132682,1
132684,0
132684,1
132685,0
132685,1
132687,0
132687,1
132691,0
132691,1
132693,0
132693,1
132696,0
132696,1
132698,0
132698,1
132701,0
132701,1
132703,0
132703,1
132704,0
132704,1
132705,0
132705,1
132708,0
132708,1
132715,0
132715,1
132716,0
132716,1
132718,0
132718,1
132719,0
132719,1
132720,0
132720,1
132724,0
132724,1
132725,0
132725,1
132726,0
132726,1
132727,0
132727,1
132728,0
132728,1
132731,0
132731,1
132732,0
132732,1
132733,0
132733,1
132735,0
132735,1
132736,0
132736,1
132740,0
132740,1
132741,0
132741,1
132743,0
132743,1
132746,0
132746,1
132748,0
132748,1
132750,0
132750,1
132752,0
132752,1
132753,0
132753,1
132754,0
132754,1
132757,0
132757,1
132760,0
132760,1
132761,0
132761,1
132763,0
132763,1
132765,0
132765,1
132768,0
132768,1
132770,0
132770,1
132774,0
132774,1
132773,0
132773,1
132775,0
132775,1
132776,0
132776,1
132777,0
132777,1
132778,0
132778,1
132779,0
132779,1
132780,0
132780,1
132782,0
132782,1
132784,0
132784,1
132785,0
132785,1
132787,0
132787,1
132789,0
132789,1
132790,0
132790,1
132794,0
132794,1
132795,0
132795,1
132796,0
132796,1
132797,0
132797,1
132798,0
132798,1
132799,0
132799,1
132803,0
132803,1
132805,0
132805,1
132807,0
132807,1
132808,0
132808,1
132813,0
132813,1
132814,0
132814,1
132816,0
132816,1
132817,0
132817,1
132818,0
133485,0
133485,1
133484,0
133484,1
133487,0
133487,1
133491,0
133491,1
133493,0
133493,1
133494,0
133494,1
133495,0
133495,1
133497,0
133497,1
133496,0
133496,1
133499,0
133499,1
133502,0
133502,1
133504,0
133504,1
133505,0
133505,1
133507,0
133507,1
133509,0
133509,1
133511,0
133511,1
133512,0
133512,1
133513,0
133513,1
133516,0
133516,1
133517,0
133517,1
133518,0
133518,1
133520,0
133520,1
133524,0
133524,1
133523,0
133523,1
133525,0
133525,1
133483,0
133483,1
133526,0
133526,1
133528,0
133528,1
133530,0
133530,1
133533,0
133533,1
133531,0
133531,1
133532,0
133532,1
133535,0
133535,1
133522,0
133522,1
133537,0
133537,1
133538,0
133538,1
133539,0
133539,1
133540,0
133540,1
133541,0
133541,1
133542,0
133542,1
133545,0
133545,1
133544,0
133544,1
133548,0
133548,1
133550,0
133550,1
133552,0
133552,1
133553,0
133553,1
133554,0
133554,1
133557,0
133557,1
133558,0
133558,1
133560,0
133560,1
133561,0
133561,1
133564,0
133564,1
133565,0
133565,1
133567,0
133567,1
133568,0
133568,1
133569,0
133569,1
133571,0
133571,1
133574,0
133574,1
133575,0
133575,1
133577,0
133577,1
133578,0
133578,1
133579,0
133579,1
133581,0
133581,1
133584,0
133584,1
133585,0
133585,1
133586,0
133586,1
133587,0
133587,1
133588,0
133588,1
133589,0
133589,1
133591,0
133591,1
133578,0
133578,1
133584,0
133584,1
133592,0
133592,1
133593,0
133593,1
133594,0
133594,1
133595,0
133595,1
133596,0
133596,1
133598,0
133598,1
133599,0
133599,1
133602,0
133602,1
133604,0
133604,1
133605,0
133605,1
133606,0
133606,1
133607,0
133607,1
133609,0
133609,1
133610,0
133610,1
133612,0
133612,1
133614,0
133614,1
133616,0
133616,1
133617,0
133617,1
133619,0
133619,1
